;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
4356;Markov· SoÚa;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4357;Luk·öek Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4358;éiûkov· VÏra;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4359;Fiöer Jaroslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4360;F¸lle Radim;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4361;éÌtkov· Jana;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4362;Kub˘ Pavel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4363;NÏmec Petr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4364;VejmÏlek Ladislav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4365;Hod·Ë Pavel;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4366;ZahradnÌËek Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4367;Oulehla Drahoslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4368;Vacek Petr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4369;HrdliËka Jind¯ich;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4370;GrebenÌËek Miroslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4371;Pojezn˝ Ivo;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4372;Bouda Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4373;LahviËka J·n;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4374;Tesa¯Ìk ZdenÏk;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4375;Fazor Ji¯Ì;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4376;Nikolai Petr;KS»M;SPOZ;2010;0;1;0;0;0;0;1;0
4377;Haller Ladislav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4378;Hamala Milan;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4379;Hrozkov· Jaroslava;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4380;»ern˝ Alexander;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4381;Nekl Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4382;älambor Jaroslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4383;ävec ZdenÏk;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4384;Sumara Ivan;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4385;Raindl Miroslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4386;Vesel˝ Kamil;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4387;KonÌËek VladimÌr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4388;LapËÌk VÌtÏzslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4389;Opravilov· Esma;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4390;»ejka Josef;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4391;Blaûek AntonÌn;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4392;PÏnËÌkov· Marie;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4393;Proch·zka Jaroslav;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4394;KoneËn· Kate¯ina;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4395;HalÌkov· Milada;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4396;Recman SvatomÌr;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4397;Hanusov· Jitka;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4398;Hyvnar Radim;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4399;Kupka Vlastimil;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4400;Luzar Leo;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4401;Heczko Eduard;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4402;Dener Tom·ö;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4403;é·rsk˝ Ivan;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4404;Mich·lkov· Ivana;KS»M;KS»M;2010;1;0;0;0;0;0;0;0
4405;Srb V·clav;K»;K»;2010;1;0;1;0;0;0;0;0
4406;Rathusk· SvÏtlana;K»;K»;2010;1;0;1;0;0;0;0;0
4407;Z˝kov· Dana;K»;K»;2010;1;0;1;0;0;0;0;0
4408;Pej¯imovsk˝ Josef;K»;K»;2010;1;0;1;0;0;0;0;0
4409;Drvota JaromÌr;K»;K»;2010;1;0;1;0;0;0;0;0
4410;ätogrov· Jarmila;K»;K»;2010;1;0;1;0;0;0;0;0
4411;M·cha SlavomÌr;K»;K»;2010;1;0;1;0;0;0;0;0
4412;»adil MatÏj;K»;K»;2010;1;0;1;0;0;0;0;0
4413;SmolÌk Petr;K»;K»;2010;1;0;1;0;0;0;0;0
4414;Kodeda Old¯ich;K»;K»;2010;1;0;1;0;0;0;0;0
4415;Drnek Jan;K»;K»;2010;1;0;1;0;0;0;0;0
4416;Dr·beËek Karel;K»;K»;2010;1;0;1;0;0;0;0;0
4417;SmolÌk Stanislav;K»;K»;2010;1;0;1;0;0;0;0;0
4418;Vondrovsk˝ V·clav;K»;K»;2010;1;0;1;0;0;0;0;0
4419;ätorek ZdenÏk;K»;K»;2010;1;0;1;0;0;0;0;0
4420;Veleck˝ Luboö;K»;K»;2010;1;0;1;0;0;0;0;0
4421;»Ìûek Ji¯Ì;K»;K»;2010;1;0;1;0;0;0;0;0
4422;Jan·s AntonÌn;K»;K»;2010;1;0;1;0;0;0;0;0
4423;Mrkvov· Ludmila;K»;K»;2010;1;0;1;0;0;0;0;0
4424;KoneËn· Eva;K»;K»;2010;1;0;1;0;0;0;0;0
4425;Form·nek Duöan;K»;K»;2010;1;0;1;0;0;0;0;0
4426;Veleck· Pavla;K»;K»;2010;1;0;1;0;0;0;0;0
4427;Horinka Pavel;K»;K»;2010;1;0;1;0;0;0;0;0
4428;Andrö Pavel;K»;K»;2010;1;0;1;0;0;0;0;0
4429;Makov˝ Pavel;K»;K»;2010;1;0;1;0;0;0;0;0
4430;KrchÚ·kov· Jitka;K»;K»;2010;1;0;1;0;0;0;0;0
4431;Jirotka Ivo;K»;K»;2010;1;0;1;0;0;0;0;0
4432;Svoboda Miroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4433;Koskuba Ji¯Ì;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4434;äplÌchal Karel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4435;Mandovcov· Kate¯ina;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4436;BeÚ·k David;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4437;Matonoha Drahoslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4438;Vaicov· Marie;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4439;Ham·Ëek Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4440;Vandas Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4441;Zemek V·clav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4442;Sunkovsk˝ Petr;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4443;KonÌËek Frantiöek;»SSD;SPOZ;2010;0;1;0;0;0;0;1;0
4444;PetrûÌlek Petr;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4445;HavlÌËek Ji¯Ì;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4446;Kr·lov· Irena;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4447;Taraba Bohumil;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4448;Seidel AntonÌn;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4449;Pol·Ëek Radek;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4450;Hron Karel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4451;KratochvÌle Karel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4452;Skl·¯ Frantiöek;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4453;äulc Ivan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4454;Glotzov· PavlÌna;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4455;JakubËÌk Igor;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4456;Vicari Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4457;Fiala Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4458;Hartmann VladimÌr;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4459;Kaiserov· Vlasta;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4460;Novotn˝ Josef;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4461;Brad·Ë Jaroslav;»SSD;SPOZ;2010;0;1;0;0;0;0;1;0
4462;Tancoö Josef;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4463;Benda Petr;»SSD;LEV 21;2010;0;1;0;0;0;0;1;1
4464;K¯tÏnov· Alena;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4465;K¯eËek V·clav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4466;ätejnar Radek;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4467;KnÈzel ätÏp·n;»SSD;LEV 21;2010;0;1;0;0;0;0;1;1
4468;H·jek Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4469;äÌmov· Renata;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4470;OrgonÌkov· Hana;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4471;Bˆhnisch Robin;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4472;SobÏslav VladimÌr;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4473;T¯eöÚ·kov· Jana;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4474;äolc Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4475;Tomkov· Ivana;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4476;älaj Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4477;V·Úa Miroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4478;Zelenkov· Ladislava;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4479;Dost·lov· Jitka;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4480;HavÌ¯ Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4481;Nov·kov· Radoslava;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4482;Chvojka Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4483;»ern˝ Karel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4484;ZelnÌËek Frantiöek;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4485;Musil Michal;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4486;Doleûal Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4487;OhlÌdal Ivan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4488;Schneider Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4489;Haöek Michal;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4490;BrtnÌËek Miloslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4491;BranËÌk JaromÌr;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4492;PavlÌk ZdenÏk;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4493;Gabrhel Vlastimil;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4494;V·Úa Roman;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4495;Zem·nek Ji¯Ì;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4496;HolÌk Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4497;P¯ichystal Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4498;äoltys Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4499;Smetana Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4500;Weberov· Hedvika;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4501;Sm˝kal Josef;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4502;SeÔa AntonÌn;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4503;Strnadlov· Miroslava;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4504;RumplÌk ZdenÏk;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4505;Fuksov· VÏra;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4506;Uherka Jan;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4507;Sedl·Ëek Dalibor;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4508;Petr˘ Pavel;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4509;V·halov· Dana;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4510;Velebn˝ Ladislav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4511;Kala Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4512;ätekbauer Jaroslav;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4513;Rudol David;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4514;Pohludka AntonÌn;»SSD;»SSD;2010;1;0;0;0;0;0;0;0
4515;Strnad Pavel;M;SPOZ;2010;0;1;1;0;1;0;0;0
4516;Ingr Tom·ö;M;⁄svit;2010;0;1;1;1;0;0;0;1
4517;»erven˝ Frantiöek;M;LEV 21;2010;0;1;1;0;1;0;0;1
4518;Kroh Michael;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4519;Brettl VojtÏch;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4520;Abt Jaroslav;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4521;Moudr· Irena;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4522;Koukolov· KvÌtkov· Dana;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4523;Zeman Eduard;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4524;Martan Petr;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4525;Kozlerov· Vlasta;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4526;LÈbr Josef;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4527;Pokorn˝ Ivan;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4528;Doubkov· Petra;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4529;Masopust Jaroslav;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4530;Struû Jan;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4531;Patzelt Jan;SPOZ;ANO 2011;2010;0;1;1;1;0;0;0;1
4532;Honegrov· Jaroslava;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4533;Florian Roman;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4534;Vagenknecht Tom·ö;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4535;Rejda Tom·ö;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4536;Dejdar Daniel;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4537;Tr·vnÌk Bohumil;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4538;Kodys Josef;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4539;Najda VladimÌr;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4540;Folt˝n Milan;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4541;Bauer Rudolf;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4542;Longaver Karel;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4543;Augustin Radek;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4544;PospÌöilÌk Radek;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4545;Petrûelkov· Hana;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4546;Kruliö VladimÌr;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4547;Zachveja Matej;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4548;Feber Ond¯ej;SPOZ;SPOZ;2010;1;0;1;0;0;0;0;0
4549;Schwarzenberg Karel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4550;PolË·k Stanislav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4551;Korte Daniel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4552;Laud·t Frantiöek;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4553;Peckov· Gabriela;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4554;Dlouh˝ Martin;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4555;Kalousek Miroslav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4556;Smutn˝ Jan;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4557;HoleËek Petr;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4558;Nechanick˝ Pavel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4559;TureËek Karel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4560;Bezecn˝ ZdenÏk;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4561;Houba Jaroslav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4562;MatÏj˘ V·clav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4563;Gregora Martin;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4564;éenÌöek Marek;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4565;Janek Michal;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4566;»Ìûek Pavel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4567;Janouöek Aleö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4568;ZahradnÌËek Petr;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4569;Chlad Rudolf;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4570;Brantl ZdenÏk;TOP 09;KDU-»SL;2010;0;1;0;0;0;1;0;0
4571;Liöka Petr;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4572;äoral ZdenÏk;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4573;Kopeck˝ Karel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4574;MÏsÌc Petr;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4575;Maruöiak Jan;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4576;St¯Ìbrn˝ VladimÌr;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4577;Heger Leoö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4578;Oliva Ji¯Ì;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4579;ZednÌk Jaroslav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4580;ätÏp·nov· Hana;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4581;CempÌrek V·clav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4582;B‰uchel Luboö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4583;MlateËek Ladislav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4584;Netolick˝ Luboö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4585;Honz·rek Libor;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4586;Schejbalov· Jaroslava;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4587;Kost¯ica Rom;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4588;VaöÌËek VojtÏch;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4589;Boûek Dominik;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4590;T¯etina Tom·ö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4591;Chal·nkov· Jitka;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4592;Br·zda Radek;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4593;Vlach Ivo;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4594;KoleËk·¯ov· Blanka;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4595;Klein Ji¯Ì;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4596;Machov· Eva;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4597;KoËÌ Vlasta;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4598;»Ìhalov· Jarmila;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4599;Mergenthalov· Lenka;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4600;äpendlÌk Michal;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4601;Fila Tom·ö;TOP 09;HLVZHŸRU;2010;0;1;0;0;0;0;1;1
4602;Jungmann Pavel;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4603;BubenÌkov· Ludmila;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4604;Mores V·clav;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4605;Papuga Tom·ö;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4606;äpetla Martin;TOP 09;TOP 09;2010;1;0;0;0;0;0;0;0
4607;Hoöek Mari·n;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4608;Philipp Tom;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4609;Mareö Pavel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4610;R·zkov· Daniela;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4611;T˘mov· Pavla;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4612;M¸ller Miloslav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4613;Burgr Petr;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4614;»iûinsk˝ Jan;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4615;Kr·l Ji¯Ì;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4616;Kroupa Karel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4617;RoubÌkov· Vlasta;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4618;Koubsk˝ Karel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4619;Pol·k Jaroslav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4620;Sova Karel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4621;Pr˘öa Daniel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4622;äeligov· Alena;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4623;VodiËka Rudolf;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4624;Kalb·Ë Josef;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4625;Bartoöek Jan;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4626;Hrdinov· Marie;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4627;Dvo¯·k ZdenÏk;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4628;ätemberkov· R˘ûena;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4629;MalÌk Stanislav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4630;Huneö Robert;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4631;Hejl Jaroslav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4632;Antoö Stanislav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4633;Lorenzov· MarkÈta;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4634;Kadlec Jan;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4635;Koderov· Marie;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4636;Vokat˝ V·clav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4637;äindel·¯ Vlastimil;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4638;R˘ûiËka Frantiöek;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4639;J·ra V·clav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4640;Zelenkov· V·clava;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4641;Landa Ji¯Ì;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4642;Zvalov· Hana;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4643;Svobodov· VilemÌna;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4644;Svoboda Kamil Jan;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4645;R·kosov· ZdeÚka;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4646;Jiran Pavel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4647;Vran˝ Michael;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4648;Gut Josef;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4649;Vesel˝ Ji¯Ì;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4650;Maclov· Anna;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4651;BÏlobr·dek Pavel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4652;KubÌnov· Marie;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4653;Star˝ Pavel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4654;Petr Pavel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4655;Rothschein Karel;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4656;Preininger Tom·ö;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4657;Houöka Miroslav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4658;Tourek Jan;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4659;K¯iöùan Tom·ö;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4660;NÏmec Ji¯Ì;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4661;IviËiËov· Jitka;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4662;JureËka Marian;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4663;John Frantiöek;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4664;Fidrmuc Jaroslav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4665;änevajs Ladislav;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4666;Hanuöka Petr;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
4667;OdstrËilov· Zdislava;KDU-»SL;KDU-»SL;2010;1;0;1;0;0;0;0;0
