X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
László Miklós,SMK-MKP,SMK-MKP,12,14,2,1,1,0,NA,0,0,2010,0,1,0,0
László Köteles,SMK-MKP,SMK-MKP,13,24,11,1,1,0,NA,0,0,2010,0,1,0,0
Tibor Róm,SMK-MKP,SMK-MKP,18,27,9,1,1,0,NA,0,0,2010,0,1,0,0
Lajos Ladányi,SMK-MKP,SMK-MKP,20,22,2,1,1,0,NA,0,0,2010,0,1,0,0
Gábor Mihók,SMK-MKP,SMK-MKP,23,8,-15,1,1,0,NA,1,0,2010,0,1,0,0
Tamás Lőrincz,SMK-MKP,SMK-MKP,28,124,96,1,1,0,NA,0,0,2010,0,1,0,0
Jozef Filipko,SMK-MKP,SMK-MKP,30,142,112,1,1,0,NA,0,0,2010,0,1,0,0
Mikuláš Horváth,SMK-MKP,SMK-MKP,31,58,27,1,1,0,NA,0,0,2010,0,1,0,0
Péter Nagy,SMK-MKP,SMK-MKP,34,89,55,1,1,0,NA,0,0,2010,0,1,0,0
Olga Szabó,SMK-MKP,SMK-MKP,41,109,68,1,1,0,NA,0,0,2010,0,1,0,0
Ladislav Balík,SMK-MKP,SMK-MKP,43,25,-18,1,1,0,NA,1,0,2010,0,1,0,0
Vince Erdős,SMK-MKP,SMK-MKP,45,38,-7,1,1,0,NA,1,0,2010,0,1,0,0
Beáta Kiss,SMK-MKP,SMK-MKP,46,15,-31,1,1,0,NA,1,0,2010,0,1,0,0
Andrea Klabuzai,SMK-MKP,SMK-MKP,47,74,27,1,1,0,NA,0,0,2010,0,1,0,0
Alexander Néveri,SMK-MKP,SMK-MKP,48,120,72,1,1,0,NA,0,0,2010,0,1,0,0
Edita Kordová,SMK-MKP,SMK-MKP,50,47,-3,1,1,0,NA,1,0,2010,0,1,0,0
Attila Petheő,SMK-MKP,SMK-MKP,54,16,-38,1,1,0,NA,1,0,2010,0,1,0,0
László Szabó,SMK-MKP,SMK-MKP,56,55,-1,1,1,0,NA,1,0,2010,0,1,0,0
Tünde Neszméri,SMK-MKP,SMK-MKP,59,46,-13,1,1,0,NA,1,0,2010,0,1,0,0
František Botka,SMK-MKP,SMK-MKP,60,63,3,1,1,0,NA,0,0,2010,0,1,0,0
László Bacsó,SMK-MKP,SMK-MKP,63,114,51,1,1,0,NA,0,0,2010,0,1,0,0
Štefan Horváth,SMK-MKP,SMK-MKP,64,107,43,1,1,0,NA,0,0,2010,0,1,0,0
Rozália Szalay,SMK-MKP,SMK-MKP,65,88,23,1,1,0,NA,0,0,2010,0,1,0,0
Ladislav Rigó,SMK-MKP,SMK-MKP,69,35,-34,1,1,0,NA,1,0,2010,0,1,0,0
Dénes Pósa,SMK-MKP,SMK-MKP,71,104,33,1,1,0,NA,0,0,2010,0,1,0,0
Tibor Varga,SMK-MKP,SMK-MKP,74,148,74,1,1,0,NA,0,0,2010,0,1,0,0
Michal Brogyányi,SMK-MKP,SMK-MKP,76,41,-35,1,1,0,NA,1,0,2010,0,1,0,0
Eugen Wirth,SMK-MKP,SMK-MKP,87,60,-27,1,1,0,NA,1,0,2010,0,1,0,0
Gergely Agócs,SMK-MKP,SMK-MKP,89,34,-55,1,1,0,NA,1,0,2010,0,1,0,0
László Könözsi,SMK-MKP,SMK-MKP,90,102,12,1,1,0,NA,0,0,2010,0,1,0,0
István Hunyák,SMK-MKP,SMK-MKP,98,86,-12,1,1,0,NA,1,0,2010,0,1,0,0
Margit Cserkó,SMK-MKP,SMK-MKP,102,90,-12,1,1,0,NA,1,0,2010,0,1,0,0
Ladislav Polák,SMK-MKP,SMK-MKP,107,108,1,1,1,0,NA,0,0,2010,0,1,0,0
Tibor Dolník,SMK-MKP,SMK-MKP,120,121,1,1,1,0,NA,0,0,2010,0,1,0,0
István Samu,SMK-MKP,SMK-MKP,123,150,27,1,1,0,NA,0,0,2010,0,1,0,0
Tibor Dobai,SMK-MKP,SMK-MKP,126,122,-4,1,1,0,NA,1,0,2010,0,1,0,0
Dezider Pálffy,SMK-MKP,SMK-MKP,134,42,-92,1,1,0,NA,1,0,2010,0,1,0,0
Lóránt Gömöry,SMK-MKP,SMK-MKP,135,83,-52,1,1,0,NA,1,0,2010,0,1,0,0
Pál Csáky,SMK-MKP,SMK-MKP,1,10,9,1,1,0,NA,0,0,2010,0,1,0,0
Gyula Bárdos,SMK-MKP,SMK-MKP,2,2,0,1,1,0,NA,1,0,2010,0,1,0,0
József Berényi,SMK-MKP,SMK-MKP,3,1,-2,1,1,0,NA,1,0,2010,0,1,0,0
Anna Szögedi,SMK-MKP,SMK-MKP,11,30,19,1,1,0,NA,0,0,2010,0,1,0,0
František Auxt,SMK-MKP,SMK-MKP,14,18,4,1,1,0,NA,0,0,2010,0,1,0,0
František Porubán,SMK-MKP,SMK-MKP,22,29,7,1,1,0,NA,0,0,2010,0,1,0,0
István Pomichal,SMK-MKP,SMK-MKP,37,26,-11,1,1,0,NA,1,0,2010,0,1,0,0
János Bób,SMK-MKP,SMK-MKP,38,57,19,1,1,0,NA,0,0,2010,0,1,0,0
László Fekete,SMK-MKP,SMK-MKP,66,73,7,1,1,0,NA,0,0,2010,0,1,0,0
Tibor Pogány,SMK-MKP,SMK-MKP,78,125,47,1,1,0,NA,0,0,2010,0,1,0,0
Zoltán Molnár,SMK-MKP,SMK-MKP,79,45,-34,1,1,0,NA,1,0,2010,0,1,0,0
Péter Őry,SMK-MKP,SMK-MKP,96,7,-89,1,1,0,NA,1,0,2010,0,1,0,0
Norbert Becse,SMK-MKP,SMK-MKP,142,32,-110,1,1,0,NA,1,0,2010,0,1,0,0
Zoltán Bán,SMK-MKP,SMK-MKP,150,118,-32,1,1,0,NA,1,0,2010,0,1,0,0
Ján Slota,SNS,SNS,1,1,0,0,1,0,NA,1,0,2010,0,0,0,1
Anna Belousovová,SNS,NaS-ns,2,1,-1,0,0,0,NA,1,0,2010,0,0,0,1
Ján Mikolaj,SNS,SNS,3,4,1,0,1,0,NA,0,0,2010,0,0,0,1
Rudolf Pučík,SNS,NaS-ns,4,3,-1,0,0,0,NA,1,0,2010,0,0,0,1
Dušan Švantner,SNS,SNS,5,18,13,0,1,0,NA,0,0,2010,0,0,0,1
Štefan Zelník,SNS,SNS,6,6,0,0,1,0,NA,1,0,2010,0,0,0,1
Rafael Rafaj,SNS,SNS,7,3,-4,0,1,0,NA,1,0,2010,0,0,0,1
Jozef Ďuračka,SNS,NaS-ns,12,5,-7,0,0,0,NA,1,0,2010,0,0,0,1
Peter Petko,SNS,SNS,15,7,-8,0,1,0,NA,1,0,2010,0,0,0,1
Jakub Gajdošík,SNS,SNS,17,42,25,0,1,0,NA,0,0,2010,0,0,0,1
Pavel Kapusta,SNS,SNS,21,19,-2,0,1,0,NA,1,0,2010,0,0,0,1
Ján Ikrényi,SNS,SNS,22,5,-17,0,1,0,NA,1,0,2010,0,0,0,1
Daniel Klačko,SNS,SNS,25,23,-2,0,1,0,NA,1,0,2010,0,0,0,1
Cyril Leško,SNS,SNS,26,21,-5,0,1,0,NA,1,0,2010,0,0,0,1
Jozef Gurecka,SNS,SNS,36,51,15,0,1,0,NA,0,0,2010,0,0,0,1
Július Hauser,SNS,NaS-ns,37,33,-4,0,0,0,NA,1,0,2010,0,0,0,1
Jaroslav Vaľo,SNS,SNS,38,27,-11,0,1,0,NA,1,0,2010,0,0,0,1
Magdaléna Kuciaňová,SNS,SNS,39,22,-17,0,1,0,NA,1,0,2010,0,0,0,1
Roman Stopka,SNS,SNS,42,11,-31,0,1,0,NA,1,0,2010,0,0,0,1
Peter Pamula,SNS,SNS,44,12,-32,0,1,0,NA,1,0,2010,0,0,0,1
Anna Piláriková,SNS,SNS,47,96,49,0,1,0,NA,0,0,2010,0,0,0,1
Rudolf Urbanovič,SNS,SNS,48,39,-9,0,1,0,NA,1,0,2010,0,0,0,1
Slavomír Vanka,SNS,NaS-ns,50,10,-40,0,0,0,NA,1,0,2010,0,0,0,1
Miroslav Považan,SNS,SNS,51,129,78,0,1,0,NA,0,0,2010,0,0,0,1
Jozef Lenič,SNS,NaS-ns,52,67,15,0,0,0,NA,0,0,2010,0,0,0,1
Jozef Múdry,SNS,SNS,54,47,-7,0,1,0,NA,1,0,2010,0,0,0,1
Vladimír Urban,SNS,SDĽ,56,58,2,0,0,0,NA,0,0,2010,0,0,0,1
Andrej Vaňo,SNS,SNS,57,69,12,0,1,0,NA,0,0,2010,0,0,0,1
Jozef Štolc,SNS,SNS,61,72,11,0,1,0,NA,0,0,2010,0,0,0,1
Ján Štefánik,SNS,SNS,66,112,46,0,1,0,NA,0,0,2010,0,0,0,1
Drahomír Vorlíček,SNS,SNS,70,93,23,0,1,0,NA,0,0,2010,0,0,0,1
Vladimír Bálint,SNS,SNS,71,85,14,0,1,0,NA,0,0,2010,0,0,0,1
Mário Maruška,SNS,SNS,73,61,-12,0,1,0,NA,1,0,2010,0,0,0,1
Ladislav Haluška,SNS,SNS,74,91,17,0,1,0,NA,0,0,2010,0,0,0,1
Milan Ďurica,SNS,SNS,76,32,-44,0,1,0,NA,1,0,2010,0,0,0,1
Štefan Klimek,SNS,SNS,79,31,-48,0,1,0,NA,1,0,2010,0,0,0,1
Peter Nemec,SNS,NaS-ns,80,95,15,0,0,0,NA,0,0,2010,0,0,0,1
Ondrej Kubica,SNS,NaS-ns,86,37,-49,0,0,0,NA,1,0,2010,0,0,0,1
Peter Grom,SNS,SNS,99,94,-5,0,1,0,NA,1,0,2010,0,0,0,1
Ivan Bokor,SNS,SNS,100,92,-8,0,1,0,NA,1,0,2010,0,0,0,1
Peter Vaľko,SNS,SNS,105,102,-3,0,1,0,NA,1,0,2010,0,0,0,1
Margita Fialová,SNS,SNS,110,82,-28,0,1,0,NA,1,0,2010,0,0,0,1
Stanislav Gaľa,SNS,SNS,126,40,-86,0,1,0,NA,1,0,2010,0,0,0,1
František Marcin,SNS,NaS-ns,131,76,-55,0,0,0,NA,1,0,2010,0,0,0,1
Ján Jevín,SNS,SNS,132,114,-18,0,1,0,NA,1,0,2010,0,0,0,1
Marcel Metes,SNS,SNS,138,115,-23,0,1,0,NA,1,0,2010,0,0,0,1
Milada Belásová,SNS,SNS,14,8,-6,0,1,0,NA,1,0,2010,0,0,1,0
Vladimír Malík,SNS,NaS-ns,31,9,-22,0,0,0,NA,1,0,2010,0,0,0,1
Dušan Pinčík,SNS,SNS,35,33,-2,0,1,0,NA,1,0,2010,0,0,1,0
Jana Uhrinová,SNS,SNS,58,86,28,0,1,0,NA,0,0,2010,0,0,1,0
Ján Plencner,SNS,SNS,69,84,15,0,1,0,NA,0,0,2010,0,0,1,0
Jaroslav Chudý,SNS,SNS,72,74,2,0,1,0,NA,0,0,2010,0,0,1,0
Jaroslav Pecho,SNS,SNS,78,30,-48,0,1,0,NA,1,0,2010,0,0,1,0
Stanislav Čečko,SNS,SNS,104,98,-6,0,1,0,NA,1,0,2010,0,0,1,0
Ladislav Mariš,SNS,SNS,145,117,-28,0,1,0,NA,1,0,2010,0,0,1,0
Jozef Ravasz,SRK,SMK-MKP,3,54,51,1,0,1,NA,0,1,2010,0,1,0,0
Radko Tokár,SRK,SDĽ,6,23,17,1,0,0,NA,0,1,2010,0,1,0,0
František Tanko,SRK,SRÚS,10,1,-9,1,0,0,NA,1,1,2010,0,1,0,0
František Zika,Únia,SF,9,21,12,1,0,0,NA,0,1,2010,0,1,0,0
Ľudmila Farkašovská,Únia,SF,12,2,-10,1,0,0,NA,1,1,2010,0,1,0,0
Jozef Dušenka,Únia,SF,24,61,37,1,0,0,NA,0,1,2010,0,1,0,0
Ján Harňák,Únia,SF,35,31,-4,1,0,0,NA,1,1,2010,0,1,0,0
Dušan Chleban,Únia,SF,78,80,2,1,0,0,NA,0,1,2010,0,1,0,0
Csaba Horváth,Únia,SDĽ,99,60,-39,1,0,0,NA,1,1,2010,0,1,0,0
Ján Kováč,Únia,NaS-ns,105,66,-39,1,0,0,NA,1,1,2010,0,1,0,0
Ivana Cehlárová,Únia,SF,111,30,-81,1,0,0,NA,1,1,2010,0,1,0,0
Rastislav Kalinač,Únia,SF,117,100,-17,1,0,0,NA,1,1,2010,0,1,0,0
Irena Gulišová,Únia,SF,124,25,-99,1,0,0,NA,1,1,2010,0,1,0,0
Alena Cingelová,Únia,SF,126,43,-83,1,0,0,NA,1,1,2010,0,1,0,0
Zuzana Martináková,Únia,SF,3,1,-2,1,0,0,NA,1,1,2010,0,1,0,0
Martin Čulen,Únia,Změna zdola-DÚ,10,8,-2,1,0,1,NA,1,1,2010,0,1,0,0
Martin Kuruc,Únia,1HLAS,11,4,-7,1,0,0,NA,1,1,2010,0,1,0,0
Zuzana Balážová,Únia,SF,13,5,-8,1,0,0,NA,1,1,2010,0,1,0,0
Michal Mozolák,Únia,Změna zdola-DÚ,63,23,-40,1,0,1,NA,1,1,2010,0,1,0,0
Ľubica Burešová,Únia,SF,70,9,-61,1,0,0,NA,1,1,2010,0,1,0,0
Dušan Duda,Únia,SF,95,41,-54,1,0,0,NA,1,1,2010,0,1,0,0
Ján Čičmič,Únia,NaS-ns,106,129,23,1,0,0,NA,0,1,2010,0,1,0,0
Juraj Toporčák,Únia,SF,150,70,-80,1,0,0,NA,1,1,2010,0,1,0,0
Jozef Maďar,Únia,MOST-HÍD,141,145,4,1,0,1,NA,0,1,2010,1,0,0,0
Ľuboš Jelačič,Únia,MOST-HÍD,114,96,-18,1,0,1,NA,1,1,2010,1,0,0,0
Ján Ľupták,ZRS,KSS,1,5,4,1,0,1,NA,0,1,2010,0,1,0,0
Štefan Bartoš,99%,Strana moderného Slovenska,62,9,-53,1,0,0,1,1,1,2012,0,1,0,0
Rudolf Varga,99%,Vzdor – strana práce,90,29,-61,1,0,0,1,1,1,2012,0,1,0,0
Monika Albertiová,99%,SaS,8,101,93,1,0,1,1,0,1,2012,1,0,0,0
Pavel Greksa,99%,#Sieť,14,39,25,1,0,1,1,0,1,2012,1,0,0,0
Alojz Hančin,1HLAS,Priama demokracia,13,65,52,1,0,1,1,0,1,2012,0,1,0,0
Martin Miškov,1HLAS,SKOK,3,88,85,1,0,1,1,0,1,2012,0,1,0,0
Ján Figeľ,KDH,KDH,1,1,0,0,1,0,0,1,0,2012,0,0,1,0
Pavol Hrušovský,KDH,KDH,2,8,6,0,1,0,0,0,0,2012,0,0,1,0
Daniel Lipšic,KDH,OĽaNO,3,14,11,0,0,1,1,0,0,2012,0,0,1,0
Július Brocka,KDH,KDH,4,4,0,0,1,0,0,1,0,2012,0,0,1,0
Ivan Uhliarik,KDH,KDH,5,28,23,0,1,0,0,0,0,2012,0,0,1,0
Ján Hudacký,KDH,KDH,6,5,-1,0,1,0,0,1,0,2012,0,0,1,0
Pavol Abrhan,KDH,KDH,7,9,2,0,1,0,0,0,0,2012,0,0,1,0
Radoslav Procházka,KDH,#Sieť,10,1,-9,0,0,1,1,1,0,2012,0,0,1,0
Pavol Zajac,KDH,KDH,11,7,-4,0,1,0,0,1,0,2012,0,0,1,0
Alojz Přidal,KDH,KDH,12,12,0,0,1,0,0,1,0,2012,0,0,1,0
Peter Muránsky,KDH,KDH,13,15,2,0,1,0,0,0,0,2012,0,0,1,0
Marián Radošovský,KDH,KDH,15,14,-1,0,1,0,0,1,0,2012,0,0,1,0
Jozef Bobík,KDH,KDH,16,13,-3,0,1,0,0,1,0,2012,0,0,1,0
Miloš Moravčík,KDH,KDH,18,6,-12,0,1,0,0,1,0,2012,0,0,1,0
Peter Belinský,KDH,KDH,19,3,-16,0,1,0,0,1,0,2012,0,0,1,0
Peter Bobula,KDH,KDH,21,150,129,0,1,0,0,0,0,2012,0,0,1,0
Eva Grey,KDH,KDH,23,18,-5,0,1,0,0,1,0,2012,0,0,1,0
Stanislav Kahanec,KDH,KDH,25,23,-2,0,1,0,0,1,0,2012,0,0,1,0
Michal Slašťan,KDH,KDH,26,24,-2,0,1,0,0,1,0,2012,0,0,1,0
Roman Sova,KDH,KDH,29,57,28,0,1,0,0,0,0,2012,0,0,1,0
Jozef Mikloško,KDH,KDH,34,31,-3,0,1,0,0,1,0,2012,0,0,1,0
Marián Sopčák,KDH,KDH,38,17,-21,0,1,0,0,1,0,2012,0,0,1,0
Ján Vančo,KDH,KDH,40,46,6,0,1,0,0,0,0,2012,0,0,1,0
Tibor Hlavatý,KDH,OĽaNO,44,18,-26,0,0,1,1,1,0,2012,0,0,1,0
Ondrej Binder,KDH,ĽSNS,52,7,-45,0,0,1,1,1,0,2012,0,0,1,0
Ján Porubský,KDH,KDH,54,39,-15,0,1,0,0,1,0,2012,0,0,1,0
Milan Majerský,KDH,KDH,55,27,-28,0,1,0,0,1,0,2012,0,0,1,0
Miroslava Szitová,KDH,KDH,57,2,-55,0,1,0,0,1,0,2012,0,0,1,0
Ivan Sadovský,KDH,KDH,58,67,9,0,1,0,0,0,0,2012,0,0,1,0
Marek Mesároš,KDH,KDH,60,32,-28,0,1,0,0,1,0,2012,0,0,1,0
Ján Kotuľa,KDH,KDH,63,98,35,0,1,0,0,0,0,2012,0,0,1,0
Peter Stanko,KDH,KDH,64,41,-23,0,1,0,0,1,0,2012,0,0,1,0
Miloš Zaujec,KDH,KDH,70,79,9,0,1,0,0,0,0,2012,0,0,1,0
Katarína Tuhárska,KDH,KDH,74,48,-26,0,1,0,0,1,0,2012,0,0,1,0
Miroslav Papay,KDH,KDH,79,113,34,0,1,0,0,0,0,2012,0,0,1,0
Stanislav Jiríček,KDH,KDH,80,139,59,0,1,0,0,0,0,2012,0,0,1,0
Peter Štuller,KDH,KDH,89,95,6,0,1,0,0,0,0,2012,0,0,1,0
Mária Sliacka,KDH,KDH,92,47,-45,0,1,0,0,1,0,2012,0,0,1,0
František Orlovský,KDH,KDH,94,10,-84,0,1,0,0,1,0,2012,0,0,1,0
Peter Dvoran,KDH,KDH,98,87,-11,0,1,0,0,1,0,2012,0,0,1,0
Eduard Adamčík,KDH,#Sieť,104,6,-98,0,0,1,1,1,0,2012,0,0,1,0
Mikuláš Krippel,KDH,KDH,108,81,-27,0,1,0,0,1,0,2012,0,0,1,0
Ján Čuchran,KDH,KDH,112,56,-56,0,1,0,0,1,0,2012,0,0,1,0
Juraj Marko,KDH,KDH,119,145,26,0,1,0,0,0,0,2012,0,0,1,0
Miloslav Hatala,KDH,KDH,123,61,-62,0,1,0,0,1,0,2012,0,0,1,0
Ján Beljak,KDH,KDH,124,33,-91,0,1,0,0,1,0,2012,0,0,1,0
Ján Nigut,KDH,KDH,127,84,-43,0,1,0,0,1,0,2012,0,0,1,0
Jozef Bolješik,KDH,KDH,129,136,7,0,1,0,0,0,0,2012,0,0,1,0
Mária Jakubová,KDH,KDH,132,68,-64,0,1,0,0,1,0,2012,0,0,1,0
Ján Oparty,KDH,KDH,150,34,-116,0,1,0,0,1,0,2012,0,0,1,0
Jozef Hrdlička,KSS,KSS,1,1,0,1,1,0,0,1,0,2012,0,1,0,0
Miroslav Pomajdík,KSS,Vzdor – strana práce,2,2,0,1,0,0,0,1,0,2012,0,1,0,0
Jalal Suleiman,KSS,KSS,4,2,-2,1,1,0,0,1,0,2012,0,1,0,0
Pavol Suško,KSS,KSS,7,21,14,1,1,0,0,0,0,2012,0,1,0,0
Juraj Brecko,KSS,KSS,10,63,53,1,1,0,0,0,0,2012,0,1,0,0
Juraj Pavlovič,KSS,KSS,12,30,18,1,1,0,0,0,0,2012,0,1,0,0
Karol Ondriaš,KSS,KSS,13,17,4,1,1,0,0,0,0,2012,0,1,0,0
Anna Sotaková,KSS,KSS,14,7,-7,1,1,0,0,1,0,2012,0,1,0,0
Dagmara Debnárová,KSS,KSS,23,48,25,1,1,0,0,0,0,2012,0,1,0,0
Vladimír Sládek,KSS,KSS,24,22,-2,1,1,0,0,1,0,2012,0,1,0,0
Daniel Kianica,KSS,KSS,26,61,35,1,1,0,0,0,0,2012,0,1,0,0
Roman Hudec,KSS,KSS,30,64,34,1,1,0,0,0,0,2012,0,1,0,0
Jozef Bošanský,KSS,KSS,32,28,-4,1,1,0,0,1,0,2012,0,1,0,0
Vincent Antoš,KSS,KSS,35,105,70,1,1,0,0,0,0,2012,0,1,0,0
Stanislav Pirošík,KSS,Vzdor – strana práce,38,1,-37,1,0,0,0,1,0,2012,0,1,0,0
Jaroslav Kočiš,KSS,KSS,40,5,-35,1,1,0,0,1,0,2012,0,1,0,0
Ján Ježo,KSS,KSS,42,88,46,1,1,0,0,0,0,2012,0,1,0,0
Ján Kašiar,KSS,KSS,50,92,42,1,1,0,0,0,0,2012,0,1,0,0
Lukáš Sisák,KSS,KSS,52,12,-40,1,1,0,0,1,0,2012,0,1,0,0
Jozef Vacula,KSS,Vzdor – strana práce,53,4,-49,1,0,0,0,1,0,2012,0,1,0,0
František Lukačko,KSS,KSS,61,84,23,1,1,0,0,0,0,2012,0,1,0,0
Samuel Zubo,KSS,KSS,74,34,-40,1,1,0,0,1,0,2012,0,1,0,0
Juraj Bernár,KSS,KSS,76,68,-8,1,1,0,0,1,0,2012,0,1,0,0
Marián Krakovský,KSS,KSS,83,55,-28,1,1,0,0,1,0,2012,0,1,0,0
Rastislav Bobor,KSS,KSS,90,50,-40,1,1,0,0,1,0,2012,0,1,0,0
Stanislav Baláž,KSS,KSS,94,89,-5,1,1,0,0,1,0,2012,0,1,0,0
Ján Galanda,KSS,KSS,103,132,29,1,1,0,0,0,0,2012,0,1,0,0
Miroslav Cimra,KSS,KSS,106,67,-39,1,1,0,0,1,0,2012,0,1,0,0
Ján Holub,KSS,KSS,107,109,2,1,1,0,0,0,0,2012,0,1,0,0
Dana Grusová,KSS,KSS,113,91,-22,1,1,0,0,1,0,2012,0,1,0,0
Alojz Almássy,KSS,KSS,116,53,-63,1,1,0,0,1,0,2012,0,1,0,0
Jozef Hallon,KSS,KSS,118,128,10,1,1,0,0,0,0,2012,0,1,0,0
Miroslav Čuj,KSS,KSS,124,83,-41,1,1,0,0,1,0,2012,0,1,0,0
Zlatica Bachňáková,KSS,KSS,127,110,-17,1,1,0,0,1,0,2012,0,1,0,0
Alena Dubinová,KSS,KSS,130,102,-28,1,1,0,0,1,0,2012,0,1,0,0
Michal Kotian,KSS,KSS,131,24,-107,1,1,0,0,1,0,2012,0,1,0,0
Jaroslav Studený,KSS,KSS,134,69,-65,1,1,0,0,1,0,2012,0,1,0,0
Ján Markus,KSS,KSS,136,134,-2,1,1,0,0,1,0,2012,0,1,0,0
Ján Mikloš,KSS,KSS,142,114,-28,1,1,0,0,1,0,2012,0,1,0,0
Ladislav Vojtko,KSS,KSS,143,56,-87,1,1,0,0,1,0,2012,0,1,0,0
Miroslav Herák,KSS,KSS,146,136,-10,1,1,0,0,1,0,2012,0,1,0,0
Miroslav Samiec,KSS,KSS,150,133,-17,1,1,0,0,1,0,2012,0,1,0,0
Štefan Ladičkovský,ĽS-HZDS,Strana moderného Slovenska,56,30,-26,1,0,0,1,1,1,2012,0,1,0,0
Tomáš Zemko,ĽS-HZDS,Strana moderného Slovenska,69,15,-54,1,0,0,1,1,1,2012,0,1,0,0
Ján Šimko,ĽS-HZDS,Strana moderného Slovenska,83,28,-55,1,0,0,1,1,1,2012,0,1,0,0
Peter Regina,ĽS-HZDS,Strana moderného Slovenska,93,7,-86,1,0,0,1,1,1,2012,0,1,0,0
Erik Oslanec,ĽS-HZDS,Tip,110,98,-12,1,0,0,1,1,1,2012,0,1,0,0
Ingrid Kosmeľová,ĽS-HZDS,Strana moderného Slovenska,144,34,-110,1,0,0,1,1,1,2012,0,1,0,0
Juraj Soboňa,ĽS-HZDS,SNS,31,17,-14,1,0,1,1,1,1,2012,1,0,0,0
Ján Tulis,ĽS-HZDS,SNS,49,79,30,1,0,1,1,0,1,2012,1,0,0,0
Klaudia Bertoková,ĽS-HZDS,SNS,64,98,34,1,0,1,1,0,1,2012,1,0,0,0
Jaroslav Blina,ĽS-HZDS,SNS,111,150,39,1,0,1,1,0,1,2012,1,0,0,0
Peter Pitoňák,ĽS-HZDS,SNS,129,138,9,1,0,1,1,0,1,2012,1,0,0,0
Marian Kotleba,ĽSNS,ĽSNS,1,1,0,1,1,1,0,1,0,2012,0,1,0,0
Rastislav Schlosár,ĽSNS,ĽSNS,4,3,-1,1,1,1,0,1,0,2012,0,1,0,0
Ivan Pavlisko,ĽSNS,ĽSNS,6,92,86,1,1,1,0,0,0,2012,0,1,0,0
Stanislav Mizík,ĽSNS,ĽSNS,8,11,3,1,1,1,0,0,0,2012,0,1,0,0
Marcel Urban,ĽSNS,ĽSNS,14,86,72,1,1,1,0,0,0,2012,0,1,0,0
Marián Mišún,ĽSNS,ĽSNS,15,87,72,1,1,1,0,0,0,2012,0,1,0,0
Otto Vollmann,ĽSNS,Odvaha – Veľká národná a proruská koalícia,16,100,84,1,0,0,0,0,0,2012,0,1,0,0
Jozef Mihalčin,ĽSNS,ĽSNS,18,20,2,1,1,1,0,0,0,2012,0,1,0,0
Michal Buchta,ĽSNS,ĽSNS,20,89,69,1,1,1,0,0,0,2012,0,1,0,0
Matúš Svinčák,ĽSNS,ĽSNS,21,108,87,1,1,1,0,0,0,2012,0,1,0,0
Marek Kotleba,ĽSNS,ĽSNS,22,65,43,1,1,1,0,0,0,2012,0,1,0,0
Rastislav Kysel,ĽSNS,ĽSNS,24,26,2,1,1,1,0,0,0,2012,0,1,0,0
Rudolf Steigauf,ĽSNS,Spoločne za Slovensko,26,8,-18,1,0,0,0,1,0,2012,0,1,0,0
Rastislav Smolka,ĽSNS,ĽSNS,28,18,-10,1,1,1,0,1,0,2012,0,1,0,0
Rudolf Weiss,ĽSNS,Odvaha – Veľká národná a proruská koalícia,38,11,-27,1,0,0,0,1,0,2012,0,1,0,0
Jozefína Schlosárová,ĽSNS,ĽSNS,39,129,90,1,1,1,0,0,0,2012,0,1,0,0
Martin Kotleba,ĽSNS,ĽSNS,44,33,-11,1,1,1,0,1,0,2012,0,1,0,0
Blažena Ištoková,ĽSNS,ĽSNS,46,55,9,1,1,1,0,0,0,2012,0,1,0,0
Pavol Drobný,ĽSNS,ĽSNS,50,57,7,1,1,1,0,0,0,2012,0,1,0,0
Marián Chmelár,ĽSNS,ĽSNS,55,16,-39,1,1,1,0,1,0,2012,0,1,0,0
Juraj Oščenda,ĽSNS,ĽSNS,59,51,-8,1,1,1,0,1,0,2012,0,1,0,0
Béla Bugár,Most-Híd,Most-Híd,1,1,0,0,1,0,0,1,0,2012,0,0,1,0
Zsolt Simon,Most-Híd,Most-Híd,2,4,2,0,1,0,0,0,0,2012,0,0,1,0
László Sólymos,Most-Híd,Most-Híd,3,3,0,0,1,0,0,1,0,2012,0,0,1,0
Gábor Gál,Most-Híd,Most-Híd,5,5,0,0,1,0,0,1,0,2012,0,0,1,0
Tibor Bastrnák,Most-Híd,Most-Híd,6,6,0,0,1,0,0,1,0,2012,0,0,1,0
Ivan Švejna,Most-Híd,Most-Híd,7,7,0,0,1,0,0,1,0,2012,0,0,1,0
Elemér Jakab,Most-Híd,Most-Híd,8,8,0,0,1,0,0,1,0,2012,0,0,1,0
Péter Vörös,Most-Híd,Most-Híd,9,13,4,0,1,0,0,0,0,2012,0,0,1,0
Andrej Hrnčiar,Most-Híd,#Sieť,10,3,-7,0,0,0,0,1,0,2012,0,0,1,0
František Šebej,Most-Híd,Most-Híd,13,10,-3,0,1,0,0,1,0,2012,0,0,1,0
Edita Pfundtner,Most-Híd,Most-Híd,15,11,-4,0,1,0,0,1,0,2012,0,0,1,0
Gabriel Csicsai,Most-Híd,Most-Híd,18,12,-6,0,1,0,0,1,0,2012,0,0,1,0
Peter Krajňák,Most-Híd,Most-Híd,22,14,-8,0,1,0,0,1,0,2012,0,0,1,0
